state_two_letter_code,jurisdiction_name,jurisdiction_type,string_date_MDY,year_of_vote,month_of_vote,did_vote_pass,share_votes_yes,share_votes_no,vote_share_needed_to_pass,vote_margin,total_funds_at_stake,total_funds_approved,total_funds_appr_r2020,conservation_funds_at_stake,conservation_funds_approved,conservation_funds_appr_r2020,finance_mechanism,purpose,description,other_comment,vote_funding_notes,needed_sixty_percent_to_pass,needed_two_thirds_to_pass,gdp_price_deflator,GeoFIPS,region_number,income,Pop,GeoFIPS_0,precipitation_avg,office,candidate,party,candidatevotes,totalvotes,version,fair_market_r_0rooms,fair_market_r_1rooms,fair_market_r_3rooms,fair_market_r_4rooms
OH,Geauga,County,11/07/00,2000,11,1,51.83796501,48.16203499,50,1.837965,44700000,44700000,64984352,44700000,44700000,64984352,Property tax,"open space, parks","20-year, 1 mill (replacement and increase) property tax to acquire, preserve, and protect lands",,Geauga County,0,0,68.785789,39055,3,3450789,91179,39055,3.445,US PRESIDENT,AL GORE,DEMOCRAT,15327,42600,20220315,398,500,787,887
OH,Geauga,County,11/07/00,2000,11,1,51.83796501,48.16203499,50,1.837965,44700000,44700000,64984352,44700000,44700000,64984352,Property tax,"open space, parks","20-year, 1 mill (replacement and increase) property tax to acquire, preserve, and protect lands",,Geauga County,0,0,68.785789,39055,3,3450789,91179,39055,3.445,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,25417,42600,20220315,398,500,787,887
OH,Geauga,County,11/07/00,2000,11,1,51.83796501,48.16203499,50,1.837965,44700000,44700000,64984352,44700000,44700000,64984352,Property tax,"open space, parks","20-year, 1 mill (replacement and increase) property tax to acquire, preserve, and protect lands",,Geauga County,0,0,68.785789,39055,3,3450789,91179,39055,3.445,US PRESIDENT,RALPH NADER,GREEN,1405,42600,20220315,398,500,787,887
OH,Geauga,County,11/07/00,2000,11,1,51.83796501,48.16203499,50,1.837965,44700000,44700000,64984352,44700000,44700000,64984352,Property tax,"open space, parks","20-year, 1 mill (replacement and increase) property tax to acquire, preserve, and protect lands",,Geauga County,0,0,68.785789,39055,3,3450789,91179,39055,3.445,US PRESIDENT,OTHER,OTHER,451,42600,20220315,398,500,787,887
OH,Geauga,County,11/06/12,2012,11,1,55.54830021,44.45169979,50,5.5483003,58000000,58000000,65831984,14500000,14500000,16457996,Property tax,"Open space, parks, recreation, trails","20-year, 1 mill replacement property levy for the acquisition and improvement of open space",,Issue 28,0,0,88.103073,39055,3,5353790,94228,39055,3.5316666666666667,US PRESIDENT,BARACK OBAMA,DEMOCRAT,19659,50997,20220315,520,603,932,990
OH,Geauga,County,11/06/12,2012,11,1,55.54830021,44.45169979,50,5.5483003,58000000,58000000,65831984,14500000,14500000,16457996,Property tax,"Open space, parks, recreation, trails","20-year, 1 mill replacement property levy for the acquisition and improvement of open space",,Issue 28,0,0,88.103073,39055,3,5353790,94228,39055,3.5316666666666667,US PRESIDENT,MITT ROMNEY,REPUBLICAN,30589,50997,20220315,520,603,932,990
OH,Geauga,County,11/06/12,2012,11,1,55.54830021,44.45169979,50,5.5483003,58000000,58000000,65831984,14500000,14500000,16457996,Property tax,"Open space, parks, recreation, trails","20-year, 1 mill replacement property levy for the acquisition and improvement of open space",,Issue 28,0,0,88.103073,39055,3,5353790,94228,39055,3.5316666666666667,US PRESIDENT,OTHER,OTHER,749,50997,20220315,520,603,932,990
OH,Hamilton,County,11/08/16,2016,11,1,69.41254624,30.58745376,50,19.412546,183483760,183483760,196844672,21490160,21490160,23055030,Property tax,"Open space, parks, recreation, trails, watershed protection, forests, wildlife habitat","10-year, 1 mill replacement levy for natural resource protection, parks and recreation",,Issue 52,0,0,93.212456,39061,3,43924279,819145,39061,3.5716666666666668,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,215719,409109,20220315,509,600,1102,1297
OH,Hamilton,County,11/08/16,2016,11,1,69.41254624,30.58745376,50,19.412546,183483760,183483760,196844672,21490160,21490160,23055030,Property tax,"Open space, parks, recreation, trails, watershed protection, forests, wildlife habitat","10-year, 1 mill replacement levy for natural resource protection, parks and recreation",,Issue 52,0,0,93.212456,39061,3,43924279,819145,39061,3.5716666666666668,US PRESIDENT,DONALD TRUMP,REPUBLICAN,173665,409109,20220315,509,600,1102,1297
OH,Hamilton,County,11/08/16,2016,11,1,69.41254624,30.58745376,50,19.412546,183483760,183483760,196844672,21490160,21490160,23055030,Property tax,"Open space, parks, recreation, trails, watershed protection, forests, wildlife habitat","10-year, 1 mill replacement levy for natural resource protection, parks and recreation",,Issue 52,0,0,93.212456,39061,3,43924279,819145,39061,3.5716666666666668,US PRESIDENT,OTHER,OTHER,19725,409109,20220315,509,600,1102,1297
OH,Holmes,County,11/06/01,2001,11,0,24.40853049,75.59146951,50,-25.591469,4000000,0,0,4000000,0,0,Sales tax,"recreation, trails","Sales and Use Tax Proposal; 5-year, 0.25% sales and use tax increase for recreation and trails (est. $4 million)",,,0,0,70.298103,39075,3,843178,39805,39075,2.8766666666666665,NA,NA,NA,NA,NA,NA,282,335,532,596
OH,Noble,County,05/04/93,1993,5,1,54.96505685,45.03494315,50,4.9650569,NA,NA,NA,NA,NA,NA,Property tax,"parks, recreation, watershed protection, forests, farmland","10-year, .75-mill property tax (additional) for parks, land conservation, water protection, forests, and farmland",,Allen County,0,0,60.718094,39121,3,155784,11635,39121,3.215,NA,NA,NA,NA,NA,NA,294,359,531,592
OH,Knox,County,11/04/08,2008,11,1,52.42306984,47.57693016,50,2.42307,1850000,1850000,2226975,616667,616667,742325.44,Property tax,"Trails, recreation, watershed protection, parks","5-year, additional .35 mill property tax levy for park improvements, open space, and watershed protection",,Issue 8,0,0,83.072327,39083,3,1916208,60348,39083,3.486666666666667,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11014,28231,20220315,502,506,777,890
OH,Knox,County,11/04/08,2008,11,1,52.42306984,47.57693016,50,2.42307,1850000,1850000,2226975,616667,616667,742325.44,Property tax,"Trails, recreation, watershed protection, parks","5-year, additional .35 mill property tax levy for park improvements, open space, and watershed protection",,Issue 8,0,0,83.072327,39083,3,1916208,60348,39083,3.486666666666667,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,16640,28231,20220315,502,506,777,890
OH,Knox,County,11/04/08,2008,11,1,52.42306984,47.57693016,50,2.42307,1850000,1850000,2226975,616667,616667,742325.44,Property tax,"Trails, recreation, watershed protection, parks","5-year, additional .35 mill property tax levy for park improvements, open space, and watershed protection",,Issue 8,0,0,83.072327,39083,3,1916208,60348,39083,3.486666666666667,US PRESIDENT,OTHER,OTHER,577,28231,20220315,502,506,777,890
OH,Lake,County,11/08/94,1994,11,1,55.31045386,44.68954614,50,5.3104539,13798360,13798360,22250436,13798360,13798360,22250436,Property tax,"Recreation, open space, parks","10-year, .3 mill property tax for land acquisition and park development",,,0,0,62.013885,39085,3,5264045,223030,39085,3.1266666666666665,NA,NA,NA,NA,NA,NA,322,407,640,720
OH,Lake,County,11/07/95,1995,11,1,68.56392937,31.43607063,50,18.563929,66000000,66000000,104239664,13200000,13200000,20847934,Property tax,"Open space, parks","10-year, 1.9 mill property tax renewal for operation, maintenance, protection, acquisition, and development of Lake Metroparks",,,0,0,63.315628,39085,3,5498002,224790,39085,3.109166666666667,NA,NA,NA,NA,NA,NA,321,405,637,718
OH,Lake,County,11/06/12,2012,11,1,50.38613791,49.61386209,50,0.3861379,27000000,27000000,30645924,1350000,1350000,1532296.1,Property tax,"Open space, parks, trails, recreation","10-year, .8 mill replacement and additional property tax levy for the acquisition and improvement of parks and open space",,Issue 7,0,0,88.103073,39085,3,9660070,230210,39085,3.5566666666666666,US PRESIDENT,BARACK OBAMA,DEMOCRAT,57680,118404,20220315,520,603,932,990
OH,Lake,County,11/06/12,2012,11,1,50.38613791,49.61386209,50,0.3861379,27000000,27000000,30645924,1350000,1350000,1532296.1,Property tax,"Open space, parks, trails, recreation","10-year, .8 mill replacement and additional property tax levy for the acquisition and improvement of parks and open space",,Issue 7,0,0,88.103073,39085,3,9660070,230210,39085,3.5566666666666666,US PRESIDENT,MITT ROMNEY,REPUBLICAN,58744,118404,20220315,520,603,932,990
OH,Lake,County,11/06/12,2012,11,1,50.38613791,49.61386209,50,0.3861379,27000000,27000000,30645924,1350000,1350000,1532296.1,Property tax,"Open space, parks, trails, recreation","10-year, .8 mill replacement and additional property tax levy for the acquisition and improvement of parks and open space",,Issue 7,0,0,88.103073,39085,3,9660070,230210,39085,3.5566666666666666,US PRESIDENT,OTHER,OTHER,1980,118404,20220315,520,603,932,990
OH,Lake,County,11/02/04,2004,11,1,63.08694081,36.91305919,50,13.086941,14000000,14000000,18744508,14000000,14000000,18744508,Property tax,"Open space, parks","10-year, .3 mill property tax (renewal) levy for the purpose of land acquisition and park development",,,0,0,74.688545,39085,3,7549699,227829,39085,3.475,US PRESIDENT,JOHN KERRY,DEMOCRAT,59049,121823,20220315,483,606,956,1075
OH,Lake,County,11/02/04,2004,11,1,63.08694081,36.91305919,50,13.086941,14000000,14000000,18744508,14000000,14000000,18744508,Property tax,"Open space, parks","10-year, .3 mill property tax (renewal) levy for the purpose of land acquisition and park development",,,0,0,74.688545,39085,3,7549699,227829,39085,3.475,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,62193,121823,20220315,483,606,956,1075
OH,Lake,County,11/02/04,2004,11,1,63.08694081,36.91305919,50,13.086941,14000000,14000000,18744508,14000000,14000000,18744508,Property tax,"Open space, parks","10-year, .3 mill property tax (renewal) levy for the purpose of land acquisition and park development",,,0,0,74.688545,39085,3,7549699,227829,39085,3.475,US PRESIDENT,OTHER,OTHER,581,121823,20220315,483,606,956,1075
OH,Lake,County,11/08/05,2005,11,1,57.282621,42.717379,50,7.2826209,123000000,123000000,159706976,10000000,10000000,12984307,Property tax,"Parks, recreation, open space","10-year, 1.9 mill property tax levy to acquire and develop park land",,,0,0,77.016045,39085,3,7827222,227647,39085,3.3875,NA,NA,NA,NA,NA,NA,508,578,916,980
OH,Licking,County,11/07/00,2000,11,0,45.44638319,54.55361681,50,-4.553617,5056300,0,0,400000,0,0,Property tax,"open space, parks, wildlife habitat, watershed protection","10 year, 0.2 mill (additional) property tax for acquisition of park lands and open space (est. funds = $5.1 million)",,,0,0,68.785789,39089,3,3993463,146268,39089,3.5191666666666666,US PRESIDENT,AL GORE,DEMOCRAT,23196,62466,20220315,393,465,758,871
OH,Licking,County,11/07/00,2000,11,0,45.44638319,54.55361681,50,-4.553617,5056300,0,0,400000,0,0,Property tax,"open space, parks, wildlife habitat, watershed protection","10 year, 0.2 mill (additional) property tax for acquisition of park lands and open space (est. funds = $5.1 million)",,,0,0,68.785789,39089,3,3993463,146268,39089,3.5191666666666666,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,37180,62466,20220315,393,465,758,871
OH,Licking,County,11/07/00,2000,11,0,45.44638319,54.55361681,50,-4.553617,5056300,0,0,400000,0,0,Property tax,"open space, parks, wildlife habitat, watershed protection","10 year, 0.2 mill (additional) property tax for acquisition of park lands and open space (est. funds = $5.1 million)",,,0,0,68.785789,39089,3,3993463,146268,39089,3.5191666666666666,US PRESIDENT,RALPH NADER,GREEN,1498,62466,20220315,393,465,758,871
OH,Licking,County,11/07/00,2000,11,0,45.44638319,54.55361681,50,-4.553617,5056300,0,0,400000,0,0,Property tax,"open space, parks, wildlife habitat, watershed protection","10 year, 0.2 mill (additional) property tax for acquisition of park lands and open space (est. funds = $5.1 million)",,,0,0,68.785789,39089,3,3993463,146268,39089,3.5191666666666666,US PRESIDENT,OTHER,OTHER,592,62466,20220315,393,465,758,871
OH,Licking,County,11/07/06,2006,11,0,43.02118934,56.97881066,50,-6.9788108,26000000,0,0,14000000,0,0,Property tax,"Open space, parks, recreation, farmland, wildlife, watershed protection, greenways, trails","10-year, .7 mill property tax increase for the preservation of open space, habitat, and greenways, and park improvements",,,0,0,79.349922,39089,3,5050110,160263,39089,3.5591666666666666,NA,NA,NA,NA,NA,NA,445,517,823,895
OH,Licking,County,05/02/17,2017,5,1,59.62758982,40.37241018,50,9.6275902,4750000,4750000,5001769.5,237500,237500,250088.47,Property tax,"Parks, recreation","5-year, .25 mill levy renewal for parks and recreation",,,0,0,94.966393,39089,3,7741717,174237,39089,3.8241666666666667,NA,NA,NA,NA,NA,NA,580,687,1135,1328
OH,Medina,County,11/03/98,1998,11,1,59.93815141,40.06184859,50,9.9381514,12842285,12842285,19362904,12842285,12842285,19362904,Property tax,"open space, parks","10-year, $0.05 per $100 of assessed value property tax (replacement) for open space, parks",,,0,0,66.324165,39103,3,4161087,145578,39103,3.0641666666666665,NA,NA,NA,NA,NA,NA,345,434,683,770
OH,Medina,County,03/07/00,2000,3,0,44.59881266,55.40118734,50,-5.4011874,37500000,0,0,37500000,0,0,Sales tax,"open space, farmland","10-year, 1/4 cent  sales tax increase for agricultural and conservation easements",,,0,0,68.785789,39103,3,4684337,151751,39103,3.23,US PRESIDENT,AL GORE,DEMOCRAT,26635,66883,20220315,398,500,787,887
OH,Medina,County,03/07/00,2000,3,0,44.59881266,55.40118734,50,-5.4011874,37500000,0,0,37500000,0,0,Sales tax,"open space, farmland","10-year, 1/4 cent  sales tax increase for agricultural and conservation easements",,,0,0,68.785789,39103,3,4684337,151751,39103,3.23,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,37349,66883,20220315,398,500,787,887
OH,Medina,County,03/07/00,2000,3,0,44.59881266,55.40118734,50,-5.4011874,37500000,0,0,37500000,0,0,Sales tax,"open space, farmland","10-year, 1/4 cent  sales tax increase for agricultural and conservation easements",,,0,0,68.785789,39103,3,4684337,151751,39103,3.23,US PRESIDENT,RALPH NADER,GREEN,1960,66883,20220315,398,500,787,887
OH,Medina,County,03/07/00,2000,3,0,44.59881266,55.40118734,50,-5.4011874,37500000,0,0,37500000,0,0,Sales tax,"open space, farmland","10-year, 1/4 cent  sales tax increase for agricultural and conservation easements",,,0,0,68.785789,39103,3,4684337,151751,39103,3.23,US PRESIDENT,OTHER,OTHER,939,66883,20220315,398,500,787,887
OH,Medina,County,11/03/15,2015,11,1,60.38368099,39.61631901,50,10.383681,40000000,40000000,43356332,14400000,14400000,15608279,Property tax,"Parks, recreation, open space, trails","10-year, 1 mill renewal and increase for parks, recreation, and preservation of natural resources",,Issue #17,0,0,92.258728,39103,3,8884394,177032,39103,3.2291666666666665,NA,NA,NA,NA,NA,NA,502,603,1023,1057
OH,Butler,County,11/02/10,2010,11,1,51.28319553,48.71680447,50,1.2831955,22800000,22800000,26926784,4500000,4500000,5314496.5,Property tax,"Parks, recreation, wildlife habitat, watershed protection","6-year, .5 mill levy for operations, maintenance, and land acquisition",,Issue 4,0,0,84.674057,39017,3,13175837,369228,39017,3.0475,NA,NA,NA,NA,NA,NA,473,560,972,1009
OH,Butler,County,03-15-2016,2016,3,1,65.7178453,34.2821547,50,15.717845,30957240,30957240,33211484,8668027,8668027,9299215,Property tax,"Open space, recreation, trails, parks, watershed protection, wildlife habitat, forests","6-year, .05 mill levy renewal and .02 mill levy increase to maintain, operate and improve existing parks and natural areas",,Issue 6,0,0,93.212456,39017,3,16403242,381569,39017,3.466666666666667,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,58642,173839,20220315,509,600,1102,1297
OH,Butler,County,03-15-2016,2016,3,1,65.7178453,34.2821547,50,15.717845,30957240,30957240,33211484,8668027,8668027,9299215,Property tax,"Open space, recreation, trails, parks, watershed protection, wildlife habitat, forests","6-year, .05 mill levy renewal and .02 mill levy increase to maintain, operate and improve existing parks and natural areas",,Issue 6,0,0,93.212456,39017,3,16403242,381569,39017,3.466666666666667,US PRESIDENT,DONALD TRUMP,REPUBLICAN,106976,173839,20220315,509,600,1102,1297
OH,Butler,County,03-15-2016,2016,3,1,65.7178453,34.2821547,50,15.717845,30957240,30957240,33211484,8668027,8668027,9299215,Property tax,"Open space, recreation, trails, parks, watershed protection, wildlife habitat, forests","6-year, .05 mill levy renewal and .02 mill levy increase to maintain, operate and improve existing parks and natural areas",,Issue 6,0,0,93.212456,39017,3,16403242,381569,39017,3.466666666666667,US PRESIDENT,OTHER,OTHER,8221,173839,20220315,509,600,1102,1297
OH,Lucas,County,11/05/02,2002,11,1,61.29705367,38.70294633,50,11.297053,23000000,23000000,32208882,23000000,23000000,32208882,Property tax,"parks, open space","10-year, .3 mill property tax (additional) for parks and open space",,Lucas County,0,0,71.408875,39095,3,13427585,454240,39095,2.4366666666666665,NA,NA,NA,NA,NA,NA,377,459,722,784
OH,Lucas ,County,11/06/12,2012,11,1,55.23159449,44.76840551,50,5.2315946,66000000,66000000,74912256,20000000,20000000,22700684,Property tax,"Open space, parks, recreation, trails","10-year, .9 mill additional tax for the acquisition and improvement of open space",,"Issue 21, Lucas County",0,0,88.103073,39095,3,16561187,437422,39095,2.57,US PRESIDENT,BARACK OBAMA,DEMOCRAT,136616,210218,20220315,483,537,858,935
OH,Lucas ,County,11/06/12,2012,11,1,55.23159449,44.76840551,50,5.2315946,66000000,66000000,74912256,20000000,20000000,22700684,Property tax,"Open space, parks, recreation, trails","10-year, .9 mill additional tax for the acquisition and improvement of open space",,"Issue 21, Lucas County",0,0,88.103073,39095,3,16561187,437422,39095,2.57,US PRESIDENT,MITT ROMNEY,REPUBLICAN,69940,210218,20220315,483,537,858,935
OH,Lucas ,County,11/06/12,2012,11,1,55.23159449,44.76840551,50,5.2315946,66000000,66000000,74912256,20000000,20000000,22700684,Property tax,"Open space, parks, recreation, trails","10-year, .9 mill additional tax for the acquisition and improvement of open space",,"Issue 21, Lucas County",0,0,88.103073,39095,3,16561187,437422,39095,2.57,US PRESIDENT,OTHER,OTHER,3662,210218,20220315,483,537,858,935
OH,Lucas,County,11/03/20,2020,11,1,61.23853328,38.76146672,50,11.238533,160000000,160000000,160000000,112000000,112000000,112000000,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation","10-year, 2 mill additional property tax levy for the county park district including the acquisition and revitalization of Riverwalk Park",,Issue 17,0,0,100,39095,3,21643519,430834,39095,2.365,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,115411,200623,20220315,505,592,1044,1150
